Date,Weekday numeric,,Open,High,Low,Close,Adj Close,Volume,,,,,
8/24/2021,3,,447.970001,448.540009,447.420013,447.970001,436.20755,38744700,,,,,
8/25/2021,4,,448.170013,449.459991,447.769989,448.910004,437.122925,40529700,,,,,
8/26/2021,5,,448.609985,448.859985,446.160004,446.26001,434.542511,57829600,,,,,
8/27/2021,6,,447.119995,450.649994,447.059998,450.25,438.427704,77235100,,,,,
8/30/2021,2,,450.970001,453.070007,450.709991,452.230011,440.355743,48357400,,,,,
8/31/2021,3,,452.130005,452.48999,450.920013,451.559998,439.703339,59300200,,,,,
9/1/2021,4,,452.559998,453.109985,451.549988,451.799988,439.937042,48721400,,,,,
9/2/2021,5,,453.320007,454.049988,451.910004,453.190002,441.290527,42501000,,,,,
9/3/2021,6,,451.980011,453.630005,451.549988,453.079987,441.18338,47170500,,,,,
9/7/2021,3,,452.709991,452.809998,450.73999,451.459991,439.605957,51671500,,,,,
9/8/2021,4,,450.890015,451.670013,448.859985,450.910004,439.070435,56181900,,,,,
9/9/2021,5,,450.700012,452.570007,448.720001,448.980011,437.191132,57970400,,,,,
9/10/2021,6,,451.040009,451.48999,445.309998,445.440002,433.744019,89948200,,,,,
9/13/2021,2,,448.640015,448.920013,444.109985,446.579987,434.854095,83738600,,,,,
9/14/2021,3,,448.119995,448.339996,443.220001,444.170013,432.507355,78197100,,,,,
9/15/2021,4,,444.619995,448.410004,443.440002,447.880005,436.119995,78792200,,,,,
9/16/2021,5,,447.320007,448.359985,444.019989,447.170013,435.428619,77786700,,,,,
9/17/2021,6,,444.920013,445.369995,441.019989,441.399994,431.187042,118425000,,,,,
9/20/2021,2,,434.880005,436.559998,428.859985,434.040009,423.997375,166445500,,,,,
9/21/2021,3,,436.529999,437.910004,433.070007,433.630005,423.596893,92526100,,,,,
9/22/2021,4,,436.049988,440.029999,433.75,437.859985,427.728943,102350100,,,,,
9/23/2021,5,,439.850006,444.890015,439.600006,443.179993,432.925873,76396000,,,,,
9/24/2021,6,,441.440002,444.670013,441.209991,443.910004,433.639038,62094800,,,,,
9/27/2021,2,,442.809998,444.049988,441.899994,442.640015,432.398376,61371100,,,,,
9/28/2021,3,,439.690002,440.040009,432.940002,433.720001,423.684784,130436300,,,,,
9/29/2021,4,,435.190002,437.040009,433.850006,434.450012,424.397858,82329200,,,,,
9/30/2021,5,,436.019989,436.769989,428.779999,429.140015,419.210754,140506000,,,,,
10/1/2021,6,,430.980011,436.029999,427.230011,434.23999,424.192749,129240100,,,,,
10/4/2021,2,,433,433.959991,426.359985,428.640015,418.722351,128570000,,,,,
10/5/2021,3,,430.23999,435.48999,429.390015,433.100006,423.079102,90682500,,,,,
10/6/2021,4,,429.269989,435.119995,427.540009,434.899994,424.837494,113032200,,,,,
10/7/2021,5,,438.390015,441.679993,438.200012,438.660004,428.510498,72437500,,,,,
10/8/2021,6,,439.480011,439.890015,437.190002,437.859985,427.728943,74557400,,,,,
10/11/2021,2,,437.160004,440.26001,434.619995,434.690002,424.632355,65233300,,,,,
10/12/2021,3,,435.670013,436.100006,432.779999,433.619995,423.587067,71181200,,,,,
10/13/2021,4,,434.709991,436.049988,431.540009,435.179993,425.110962,72974000,,,,,
10/14/2021,5,,439.079987,442.660004,438.579987,442.5,432.261627,70236800,,,,,
10/15/2021,6,,444.75,446.26001,444.089996,445.869995,435.553589,66260200,,,,,
10/18/2021,2,,443.970001,447.549988,443.269989,447.190002,436.843109,62213200,,,,,
10/19/2021,3,,448.920013,450.709991,448.269989,450.640015,440.213287,46996800,,,,,
10/20/2021,4,,451.130005,452.730011,451.01001,452.410004,441.942322,49571600,,,,,
10/21/2021,5,,451.769989,453.829987,451.309998,453.589996,443.095032,41305400,,,,,
10/22/2021,6,,453.130005,454.670013,451.049988,453.119995,442.635895,58845100,,,,,
10/25/2021,2,,454.279999,455.899994,452.390015,455.549988,445.009674,45214500,,,,,
10/26/2021,3,,457.200012,458.48999,455.559998,455.959991,445.410187,56075100,,,,,
10/27/2021,4,,456.450012,457.160004,453.859985,453.940002,443.43692,72438000,,,,,
10/28/2021,5,,455.459991,458.399994,455.450012,458.320007,447.715576,51437900,,,,,
10/29/2021,6,,455.869995,459.559998,455.559998,459.25,448.624054,70162400,,,,,
11/1/2021,2,,460.299988,460.700012,458.200012,460.040009,449.395782,48433600,,,,,
11/2/2021,3,,460.220001,462.230011,460.079987,461.899994,451.212708,48908400,,,,,
11/3/2021,4,,461.299988,465.149994,460.829987,464.720001,453.967529,52509800,,,,,
11/4/2021,5,,465.359985,467,464.98999,466.910004,456.106842,52847100,,,,,
11/5/2021,6,,469.279999,470.649994,466.920013,468.529999,457.689362,66390600,,,,,
11/8/2021,2,,469.700012,470.230011,468.200012,468.929993,458.080078,50405200,,,,,
11/9/2021,3,,469.320007,469.570007,465.880005,467.380005,456.56601,51149100,,,,,
11/10/2021,4,,465.579987,467.380005,462.040009,463.619995,452.892944,69429700,,,,,
11/11/2021,5,,465.209991,465.290009,463.75,463.769989,453.039429,34848500,,,,,
11/12/2021,6,,465.119995,467.859985,464.109985,467.269989,456.458466,53466700,,,,,
11/15/2021,2,,468.640015,468.809998,466.230011,467.429993,456.614777,46980500,,,,,
11/16/2021,3,,467.149994,470.48999,467.070007,469.279999,458.421997,48857500,,,,,
11/17/2021,4,,469,469.190002,467.480011,468.140015,457.30838,47858300,,,,,
11/18/2021,5,,469.23999,470.01001,466.339996,469.730011,458.861603,50625600,,,,,
11/19/2021,6,,469.609985,470.940002,468.5,468.890015,458.041016,57315600,,,,,
11/22/2021,2,,470.890015,473.540009,467.350006,467.570007,456.751556,72762000,,,,,
11/23/2021,3,,467.220001,469.100006,464.450012,468.190002,457.357208,73206500,,,,,
11/24/2021,4,,466.059998,469.570007,465.190002,469.440002,458.578278,61858800,,,,,
11/26/2021,6,,462.339996,463.899994,457.769989,458.970001,448.350586,112669600,,,,,
11/29/2021,2,,464.070007,466.559998,461.730011,464.600006,453.850281,86268800,,,,,
11/30/2021,3,,462,464.029999,455.299988,455.559998,445.01947,148559600,,,,,
12/1/2021,4,,461.640015,464.670013,450.290009,450.5,440.076477,131939200,,,,,
12/2/2021,5,,450.730011,459.070007,450.309998,457.399994,446.816864,127637800,,,,,
12/3/2021,6,,459.170013,460.299988,448.920013,453.420013,442.928955,137331600,,,,,
12/6/2021,2,,456.130005,460.790009,453.559998,458.790009,448.174683,98977500,,,,,
12/7/2021,3,,464.410004,468.880005,458.649994,468.279999,457.445129,95484700,,,,,
12/8/2021,4,,468.700012,470,466.829987,469.519989,458.656433,72238800,,,,,
12/9/2021,5,,468.149994,469.630005,466.140015,466.350006,455.559784,61272600,,,,,
12/10/2021,6,,469.230011,470.899994,466.51001,470.73999,459.848175,77159800,,,,,
12/13/2021,2,,470.190002,470.559998,466.269989,466.570007,455.774719,87724700,,,,,
12/14/2021,3,,463.089996,465.73999,460.25,463.359985,452.638947,97264100,,,,,
12/15/2021,4,,463.420013,470.859985,460.73999,470.600006,459.711487,116899300,,,,,
12/16/2021,5,,472.570007,472.869995,464.799988,466.450012,455.657471,116568600,,,,,
12/17/2021,6,,461.549988,464.73999,458.059998,459.869995,450.807983,135511600,,,,,
12/20/2021,2,,454.480011,455.399994,451.140015,454.980011,446.014374,107134800,,,,,
12/21/2021,3,,458.609985,463.209991,456.309998,463.059998,453.93515,69806300,,,,,
12/22/2021,4,,462.790009,467.809998,462.579987,467.690002,458.473877,58890200,,,,,
12/23/2021,5,,468.75,472.190002,468.640015,470.600006,461.326538,56439700,,,,,
12/27/2021,2,,472.059998,477.309998,472.01001,477.26001,467.855286,56808600,,,,,
12/28/2021,3,,477.720001,478.809998,476.059998,476.869995,467.472961,47274600,,,,,
12/29/2021,4,,476.980011,478.559998,475.920013,477.480011,468.070984,54503000,,,,,
12/30/2021,5,,477.929993,479,475.670013,476.160004,466.776947,55329000,,,,,
12/31/2021,6,,475.640015,476.859985,474.670013,474.959991,465.600616,65237400,,,,,
1/3/2022,2,,476.299988,477.850006,473.850006,477.709991,468.296417,72668200,,,,,
1/4/2022,3,,479.220001,479.980011,475.579987,477.549988,468.139557,71178700,,,,,
1/5/2022,4,,477.160004,477.980011,468.279999,468.380005,459.150299,104538900,,,,,
1/6/2022,5,,467.890015,470.820007,465.429993,467.940002,458.718933,86858900,,,,,
1/7/2022,6,,467.950012,469.200012,464.649994,466.089996,456.905396,85111600,,,,,
1/10/2022,2,,462.700012,465.73999,456.600006,465.51001,456.336823,119362000,,,,,
1/11/2022,3,,465.230011,469.850006,462.049988,469.75,460.493286,74303100,,,,,
1/12/2022,4,,471.589996,473.200012,468.940002,471.019989,461.738251,67605400,,,,,
1/13/2022,5,,472.190002,472.880005,463.440002,464.529999,455.376129,91173100,,,,,
1/14/2022,6,,461.190002,465.089996,459.899994,464.720001,455.562408,95890900,,,,,
1/18/2022,3,,459.73999,459.959991,455.309998,456.48999,447.494568,109709100,,,,,
1/19/2022,4,,458.130005,459.609985,451.459991,451.75,442.847961,109357600,,,,,
1/20/2022,5,,453.75,458.73999,444.5,446.75,437.946533,122379700,,,,,
1/21/2022,6,,445.559998,448.059998,437.950012,437.980011,429.349335,202271200,,,,,
1/24/2022,2,,432.029999,440.380005,420.76001,439.839996,431.172668,251783900,,,,,
1/25/2022,3,,433.059998,439.720001,427.149994,434.470001,425.908478,167997300,,,,,
1/26/2022,4,,440.720001,444.040009,428.859985,433.380005,424.839966,186391100,,,,,
1/27/2022,5,,438.26001,441.589996,429.450012,431.23999,422.742157,149878300,,,,,
1/28/2022,6,,432.679993,442,427.820007,441.950012,433.241119,164457400,,,,,
1/31/2022,2,,441.23999,450.279999,439.809998,449.910004,441.04425,152251400,,,,,
2/1/2022,3,,450.679993,453.630005,446.940002,452.950012,444.024353,123155400,,,,,
2/2/2022,4,,455.5,458.119995,453.049988,457.350006,448.337646,117361000,,,,,
2/3/2022,5,,450.950012,452.970001,445.709991,446.600006,437.799469,118024400,,,,,
2/4/2022,6,,446.350006,452.779999,443.829987,448.700012,439.858124,118454400,,,,,
2/7/2022,2,,449.51001,450.98999,445.850006,447.26001,438.446503,84472900,,,,,
2/8/2022,3,,446.730011,451.920013,445.220001,450.940002,442.053986,81012000,,,,,
2/9/2022,4,,455.220001,457.880005,455.01001,457.540009,448.523865,92589900,,,,,
2/10/2022,5,,451.339996,457.709991,447.200012,449.320007,440.465851,140103700,,,,,
2/11/2022,6,,449.410004,451.609985,438.940002,440.459991,431.780457,153214600,,,,,
2/14/2022,2,,439.920013,441.600006,435.339996,439.019989,430.368805,123006300,,,,,
2/15/2022,3,,443.730011,446.279999,443.179993,446.100006,437.309357,88482700,,,,,
2/16/2022,4,,443.929993,448.059998,441.940002,446.600006,437.799469,84863600,,,,,
2/17/2022,5,,443.220001,446.570007,436.420013,437.059998,428.447449,102259100,,,,,
2/18/2022,6,,437.329987,438.660004,431.820007,434.230011,425.673218,132642900,,,,,
2/22/2022,3,,431.890015,435.5,425.859985,429.570007,421.105042,124391800,,,,,
2/23/2022,4,,432.660004,433.26001,421.350006,421.950012,413.635223,132578000,,,,,
2/24/2022,5,,411.019989,428.76001,410.640015,428.299988,419.860107,213942900,,,,,
2/25/2022,6,,429.609985,437.839996,427.859985,437.75,429.123901,121804500,,,,,
2/28/2022,2,,432.029999,438.200012,430.700012,436.630005,428.025909,145615000,,,,,
3/1/2022,3,,435.040009,437.170013,427.109985,429.980011,421.507019,137785900,,,,,
3/2/2022,4,,432.369995,439.720001,431.570007,437.890015,429.261108,117726500,,,,,
3/3/2022,5,,440.470001,441.109985,433.799988,435.709991,427.124054,105501700,,,,,
3/4/2022,6,,431.75,433.369995,427.880005,432.170013,423.653809,113978200,,,,,
3/7/2022,2,,431.549988,432.299988,419.359985,419.429993,411.164856,137896600,,,,,
3/8/2022,3,,419.619995,427.209991,415.119995,416.25,408.047546,164772700,,,,,
3/9/2022,4,,425.140015,429.51001,422.820007,427.410004,418.98761,116990800,,,,,
3/10/2022,5,,422.519989,426.429993,420.440002,425.480011,417.095673,93972700,,,,,
3/11/2022,6,,428.119995,428.769989,419.529999,420.070007,411.792267,95636300,,,,,
3/14/2022,2,,420.890015,424.549988,415.790009,417,408.782776,95729200,,,,,
3/15/2022,3,,419.769989,426.839996,418.420013,426.170013,417.772064,106219100,,,,,
3/16/2022,4,,429.890015,435.679993,424.799988,435.619995,427.035828,144954800,,,,,
3/17/2022,5,,433.589996,441.070007,433.190002,441.070007,432.378448,102676900,,,,,
3/18/2022,6,,438,444.859985,437.220001,444.519989,437.114197,106345500,,,,,
3/21/2022,2,,444.339996,446.459991,440.679993,444.390015,436.986359,88349800,,,,,
3/22/2022,3,,445.859985,450.579987,445.859985,449.589996,442.099731,74650400,,,,,
3/23/2022,4,,446.910004,448.48999,443.709991,443.799988,436.406158,79426100,,,,,
3/24/2022,5,,445.940002,450.5,444.76001,450.48999,442.984711,64736900,,,,,
3/25/2022,6,,451.160004,452.980011,448.429993,452.690002,445.148071,77101300,,,,,
3/28/2022,2,,452.059998,455.910004,450.059998,455.910004,448.314423,68529800,,,,,
3/29/2022,3,,460.019989,462.070007,457.179993,461.549988,453.860443,86581500,,,,,
3/30/2022,4,,460.339996,461.200012,456.470001,458.700012,451.057953,79666900,,,,,
3/31/2022,5,,457.890015,458.76001,451.160004,451.640015,444.115601,121699900,,,,,
4/1/2022,6,,453.309998,453.459991,449.140015,452.920013,445.374268,89048800,,,,,
4/4/2022,2,,453.130005,456.910004,452.26001,456.799988,449.189606,59601000,,,,,
4/5/2022,3,,455.220001,457.829987,449.820007,451.029999,443.515717,74214500,,,,,
4/6/2022,4,,446.890015,448.929993,443.470001,446.519989,439.080841,106898000,,,,,
4/7/2022,5,,445.589996,450.690002,443.529999,448.769989,441.293396,78097200,,,,,
4/8/2022,6,,447.970001,450.630005,445.940002,447.570007,440.113403,79272700,,,,,
4/11/2022,2,,444.109985,445,439.390015,439.920013,432.590851,89770500,,,,,
4/12/2022,3,,443.079987,445.75,436.649994,438.290009,430.988007,84363600,,,,,
4/13/2022,4,,438.029999,444.109985,437.839996,443.309998,435.924347,74070400,,,,,
4/14/2022,5,,443.549988,444.730011,437.679993,437.790009,430.496307,97869500,,,,,
4/18/2022,2,,436.809998,439.75,435.609985,437.970001,430.67334,66002500,,,,,
4/19/2022,3,,437.859985,445.799988,437.679993,445.040009,437.625519,77821000,,,,,
4/20/2022,4,,446.920013,447.570007,443.480011,444.709991,437.301025,65224400,,,,,
4/21/2022,5,,448.540009,450.01001,437.100006,438.059998,430.76181,85417300,,,,,
4/22/2022,6,,436.910004,438.079987,425.440002,426.040009,418.942078,132471800,,,,,
4/25/2022,2,,423.670013,428.690002,418.839996,428.51001,421.370911,119647700,,,,,
4/26/2022,3,,425.829987,426.040009,416.070007,416.100006,409.167694,103996300,,,,,
4/27/2022,4,,417.23999,422.920013,415.01001,417.269989,410.318176,122030000,,,,,
4/28/2022,5,,422.290009,429.640015,417.600006,427.809998,420.682617,105449100,,,,,
4/29/2022,6,,423.589996,425.869995,411.209991,412,405.136017,145491100,,,,,
5/2/2022,2,,412.070007,415.920013,405.019989,414.480011,407.574677,158312500,,,,,
5/3/2022,3,,415.01001,418.929993,413.359985,416.380005,409.443054,100028200,,,,,
5/4/2022,4,,417.079987,429.660004,413.709991,429.059998,421.911743,144247900,,,,,
5/5/2022,5,,424.549988,425,409.440002,413.809998,406.915833,172929100,,,,,
5/6/2022,6,,411.100006,414.799988,405.730011,411.339996,404.486969,151770800,,,,,
5/9/2022,2,,405.100006,406.410004,396.5,398.170013,391.536407,155586100,,,,,
5/10/2022,3,,404.48999,406.079987,394.820007,399.089996,392.44104,132497200,,,,,
5/11/2022,4,,398.070007,404.040009,391.959991,392.75,386.206726,142361000,,,,,
5/12/2022,5,,389.369995,395.799988,385.149994,392.339996,385.803528,125090800,,,,,
5/13/2022,6,,396.709991,403.179993,395.609985,401.720001,395.027252,104174400,,,,,
5/16/2022,2,,399.980011,403.970001,397.600006,400.089996,393.424408,78622400,,,,,
5/17/2022,3,,406.529999,408.570007,402.579987,408.320007,401.517334,83029700,,,,,
5/18/2022,4,,403.5,403.799988,390.549988,391.859985,385.331482,117674500,,,,,
5/19/2022,5,,388.619995,394.140015,387.109985,389.459991,382.971497,98510700,,,,,
5/20/2022,6,,393.25,397.029999,380.540009,389.630005,383.138672,131432200,,,,,
5/23/2022,2,,392.829987,397.730011,390.380005,396.920013,390.307251,76414900,,,,,
5/24/2022,3,,392.559998,395.149994,386.959991,393.890015,387.327728,91448800,,,,,
5/25/2022,4,,392.309998,399.450012,391.890015,397.369995,390.749725,91472900,,,,,
5/26/2022,5,,398.670013,407.040009,398.450012,405.309998,398.557434,82168300,,,,,
5/27/2022,6,,407.910004,415.380005,407.700012,415.26001,408.341675,84768700,,,,,
5/31/2022,3,,413.549988,416.459991,410.029999,412.929993,406.050476,95937000,,,,,
6/1/2022,4,,415.170013,416.23999,406.929993,409.589996,402.766144,86585800,,,,,
6/2/2022,5,,409.420013,417.440002,407.040009,417.390015,410.436188,79609600,,,,,
6/3/2022,6,,412.399994,414.040009,409.51001,410.540009,403.700317,71874300,,,,,
6/6/2022,2,,414.779999,416.609985,410.549988,411.790009,404.929504,57508900,,,,,
6/7/2022,3,,408.100006,416.220001,407.609985,415.73999,408.81366,59272400,,,,,
6/8/2022,4,,413.929993,415.820007,410.380005,411.220001,404.368988,64350000,,,,,
6/9/2022,5,,409.339996,411.73999,401.440002,401.440002,394.751923,86289800,,,,,
6/10/2022,6,,394.880005,395.779999,389.75,389.799988,383.305847,132893900,,,,,
6/13/2022,2,,379.850006,381.809998,373.299988,375,368.752441,170004900,,,,,
6/14/2022,3,,376.850006,377.940002,370.589996,373.869995,367.641235,104011800,,,,,
6/15/2022,4,,377.359985,383.899994,372.119995,379.200012,372.882477,125666800,,,,,
6/16/2022,5,,370.51001,370.940002,364.079987,366.649994,360.541534,134473300,,,,,
6/17/2022,6,,365.51001,369.380005,362.170013,365.859985,361.318756,111113900,,,,,
6/21/2022,3,,371.890015,376.529999,371.809998,375.070007,370.414459,76811900,,,,,
6/22/2022,4,,370.619995,378.720001,370.179993,374.390015,369.74292,90059400,,,,,
6/23/2022,5,,376.640015,378.829987,372.890015,378.059998,373.36734,79292100,,,,,
6/24/2022,6,,381.399994,390.089996,381.369995,390.079987,385.238129,98050300,,,,,
6/27/2022,2,,391.049988,391.359985,387.440002,388.589996,383.766632,66009600,,,,,
6/28/2022,3,,390.230011,393.160004,380.529999,380.649994,375.925171,86548900,,,,,
6/29/2022,4,,381.230011,382.269989,378.420013,380.339996,375.619019,65676000,,,,,
6/30/2022,5,,376.23999,380.660004,372.559998,377.25,372.567383,112508300,,,,,
7/1/2022,6,,376.559998,381.700012,373.799988,381.23999,376.507874,74839700,,,,,
7/5/2022,3,,375.880005,381.980011,372.899994,381.959991,377.218903,81438000,,,,,
7/6/2022,4,,382.109985,385.869995,379.600006,383.25,378.49292,70426200,,,,,
7/7/2022,5,,385.119995,389.829987,383.269989,388.98999,384.161682,64525900,,,,,
7/8/2022,6,,387.269989,390.640015,385.660004,388.670013,383.845642,72397800,,,,,
7/11/2022,2,,385.850006,386.869995,383.5,384.230011,379.460785,58366900,,,,,
7/12/2022,3,,383.649994,386.160004,378.98999,380.829987,376.102966,62219200,,,,,
7/13/2022,4,,375.100006,381.920013,374.660004,378.829987,374.127777,84224600,,,,,
7/14/2022,5,,373.609985,379.049988,371.040009,377.910004,373.219208,89704800,,,,,
7/15/2022,6,,382.549988,385.25,380.540009,385.130005,380.349579,79060400,,,,,
7/18/2022,2,,388.380005,389.089996,380.660004,381.950012,377.209076,63203600,,,,,
7/19/2022,3,,386.079987,392.869995,385.390015,392.269989,387.40097,78506000,,,,,
7/20/2022,4,,392.470001,396.26001,391.029999,394.769989,389.869904,71843800,,,,,
7/21/2022,5,,394.160004,398.839996,391.630005,398.790009,393.840027,64903900,,,,,
7/22/2022,6,,398.920013,400.179993,392.75,395.089996,390.185944,72197300,,,,,
7/25/2022,2,,395.75,396.470001,393.209991,395.570007,390.660004,53631500,,,,,
7/26/2022,3,,393.839996,394.059998,389.950012,390.890015,386.038086,52946400,,,,,
7/27/2022,4,,394.359985,402.880005,394.049988,401.040009,396.062103,82342100,,,,,
7/28/2022,5,,401.890015,406.799988,398.149994,406.070007,401.029663,73966600,,,,,
7/29/2022,6,,407.579987,413.029999,406.769989,411.98999,406.87616,87003700,,,,,
8/1/2022,2,,409.149994,413.410004,408.399994,410.769989,405.671326,69997500,,,,,
8/2/2022,3,,409.119995,413,406.820007,408.059998,402.994965,63435400,,,,,
8/3/2022,4,,410.299988,415.679993,410,414.450012,409.305634,67820600,,,,,
8/4/2022,5,,414.369995,415.089996,412.440002,414.170013,409.029114,45656600,,,,,
8/5/2022,6,,409.660004,414.149994,409.600006,413.470001,408.33783,56814900,,,,,
8/8/2022,2,,415.25,417.619995,411.829987,412.98999,407.863739,53886100,,,,,
8/9/2022,3,,412.220001,412.75,410.220001,411.350006,406.244141,44931800,,,,,
8/10/2022,4,,418.779999,420.140015,416.720001,419.98999,414.776886,68665700,,,,,
8/11/2022,5,,422.98999,424.950012,419.209991,419.98999,414.776886,59489700,,,,,
8/12/2022,6,,422.029999,427.209991,421.029999,427.100006,421.798645,61694500,,,,,
8/15/2022,2,,424.769989,429.410004,424.709991,428.859985,423.536774,54048300,,,,,
8/16/2022,3,,427.730011,431.730011,426.880005,429.700012,424.366364,59289000,,,,,
8/17/2022,4,,425.910004,429.5,424.540009,426.649994,421.354187,63563400,,,,,
8/18/2022,5,,426.859985,428.609985,425.5,427.890015,422.578827,49023200,,,,,
8/19/2022,6,,424.980011,425.26001,421.220001,422.140015,416.900238,68016900,,,,,
8/22/2022,2,,417.049988,417.230011,412.399994,413.350006,408.219299,77695600,,,,,
8/23/2022,3,,412.899994,415.420013,411.769989,412.350006,407.23172,49105200,,,,,
8/24/2022,4,,412.109985,415.109985,411.390015,413.670013,408.535339,49177800,,,,,
8/25/2022,5,,415.23999,419.559998,414.089996,419.51001,414.302856,50942300,,,,,
8/26/2022,6,,419.390015,419.959991,405.25,405.309998,400.279083,103087000,,,,,
8/29/2022,2,,402.200012,405.839996,401.200012,402.630005,397.632385,65370800,,,,,
8/30/2022,3,,403.850006,404.100006,396,398.209991,393.267212,85652400,,,,,
8/31/2022,4,,399.929993,401.23999,395.040009,395.179993,390.274841,76029700,,,,,
9/1/2022,5,,392.890015,396.779999,390.040009,396.420013,391.499451,78740100,,,,,
9/2/2022,6,,400.279999,401.559998,390.329987,392.23999,387.371338,99632100,,,,,
9/6/2022,3,,393.130005,394.119995,388.420013,390.76001,385.909698,76637400,,,,,
9/7/2022,4,,390.429993,398.589996,390.200012,397.779999,392.84256,70964200,,,,,
9/8/2022,5,,395.390015,400.859985,394.119995,400.380005,395.410309,80821700,,,,,
9/9/2022,6,,402.73999,407.51001,402.459991,406.600006,401.553101,76706900,,,,,
9/12/2022,2,,408.779999,411.730011,408.459991,410.970001,405.868866,69256300,,,,,
9/13/2022,3,,401.829987,403.100006,391.920013,393.100006,388.220642,122947100,,,,,
9/14/2022,4,,394.470001,396.200012,391.119995,394.600006,389.702057,85023700,,,,,
9/15/2022,5,,392.959991,395.959991,388.779999,390.119995,385.277649,87633800,,,,,
9/16/2022,6,,384.140015,386.25,382.109985,385.559998,382.338409,103084800,,,,,
9/19/2022,2,,382.26001,388.549988,382.179993,388.549988,385.303406,73278500,,,,,
9/20/2022,3,,385.059998,386.119995,381.200012,384.089996,380.880676,77274900,,,,,
9/21/2022,4,,386.109985,389.309998,377.380005,377.390015,374.236664,106746600,,,,,
9/22/2022,5,,376.579987,378.299988,373.440002,374.220001,371.09314,89472600,,,,,
9/23/2022,6,,370.579987,370.619995,363.290009,367.950012,364.875549,122346900,,,,,
9/26/2022,2,,366.410004,370.209991,363.029999,364.309998,361.26593,92581200,,,,,
9/27/2022,3,,368.019989,370.399994,360.869995,363.380005,360.34375,108294100,,,,,
9/28/2022,4,,364.380005,372.299988,362.600006,370.529999,367.43399,110802200,,,,,
9/29/2022,5,,366.809998,367.109985,359.700012,362.790009,359.758667,112952300,,,,,
9/30/2022,6,,361.799988,365.910004,357.040009,357.179993,354.195526,153711200,,,,,
10/3/2022,2,,361.079987,368.549988,359.209991,366.609985,363.546722,89756500,,,,,
10/4/2022,3,,372.399994,378,366.570007,377.970001,374.811798,103602800,,,,,
10/5/2022,4,,373.390015,379.459991,370.950012,377.089996,373.939148,88065700,,,,,
10/6/2022,5,,375.619995,378.720001,372.679993,373.200012,370.081696,82333500,,,,,
10/7/2022,6,,368.970001,373.290009,360.940002,362.790009,359.758667,107789500,,,,,
10/10/2022,2,,363.959991,364.209991,357.670013,360.019989,357.01178,76042800,,,,,
10/11/2022,3,,358.23999,363.029999,355.709991,357.73999,354.750854,92482800,,,,,
10/12/2022,4,,358.170013,359.820007,356.299988,356.559998,353.580688,76991800,,,,,
10/13/2022,5,,349.209991,367.51001,348.109985,365.970001,362.912079,147254500,,,,,
10/14/2022,6,,368.549988,370.26001,356.959991,357.630005,354.641785,123737000,,,,,
10/17/2022,2,,364.01001,367.980011,357.279999,366.820007,363.755005,93168200,,,,,
10/18/2022,3,,375.130005,375.450012,367.519989,371.130005,368.028961,97162900,,,,,
10/19/2022,4,,368.98999,371.850006,365.549988,368.5,365.420959,79746900,,,,,
10/20/2022,5,,368.029999,372.670013,364.609985,365.410004,362.356781,88283100,,,,,
10/21/2022,6,,365.119995,374.799988,363.540009,374.290009,371.162598,131038400,,,,,
10/24/2022,2,,375.890015,380.059998,373.109985,378.869995,375.704315,85436900,,,,,
10/25/2022,3,,378.790009,385.25,378.670013,384.920013,381.703735,78846300,,,,,
10/26/2022,4,,381.619995,387.579987,381.350006,382.019989,378.827972,104087300,,,,,
10/27/2022,5,,383.070007,385,379.329987,379.980011,376.805023,81971800,,,,,
10/28/2022,6,,379.869995,389.519989,379.679993,389.019989,385.76947,100302000,,,,,
10/31/2022,2,,386.440002,388.399994,385.26001,386.209991,382.982941,96631300,,,,,
11/1/2022,3,,390.140015,390.390015,383.290009,384.519989,381.307068,85407600,,,,,
11/2/2022,4,,383.899994,388.630005,374.76001,374.869995,371.737732,126990400,,,,,
11/3/2022,5,,371.470001,374.200012,368.790009,371.01001,367.909973,87100100,,,,,
11/4/2022,6,,377,378.869995,370,376.350006,373.205353,103505200,,,,,
11/7/2022,2,,377.709991,380.570007,375.529999,379.950012,376.775299,68286900,,,,,
11/8/2022,3,,381.109985,385.119995,377.720001,382,378.808136,84641100,,,,,
11/9/2022,4,,379.929993,381.140015,373.609985,374.130005,371.003906,78495500,,,,,
11/10/2022,5,,388.049988,395.040009,385.640015,394.690002,391.39212,141455800,,,,,
11/11/2022,6,,395.589996,399.350006,393.609985,398.51001,395.180206,93839900,,,,,
11/14/2022,2,,396.660004,400.179993,394.829987,395.119995,391.818512,71903500,,,,,
11/15/2022,3,,401.149994,402.309998,394.48999,398.48999,395.160339,93194500,,,,,
11/16/2022,4,,396.779999,397.779999,394.790009,395.450012,392.145752,68508500,,,,,
11/17/2022,5,,390.459991,394.950012,390.140015,394.23999,390.945862,74496300,,,,,
11/18/2022,6,,397.73999,397.809998,393.040009,396.029999,392.720917,92922500,,,,,
11/21/2022,2,,394.640015,395.820007,392.660004,394.589996,391.292938,51243200,,,,,
11/22/2022,3,,396.630005,400.070007,395.149994,399.899994,396.558594,60429000,,,,,
11/23/2022,4,,399.549988,402.929993,399.309998,402.420013,399.057526,68261600,,,,,
11/25/2022,6,,401.829987,402.910004,401.540009,402.329987,398.968262,30545400,,,,,
11/28/2022,2,,399.089996,400.809998,395.109985,395.910004,392.601898,67881600,,,,,
